claimId,label_pred
pomt-13833,mostly false
pomt-13847,pants on fire!
pomt-13850,mostly true
pomt-13854,mostly false
pomt-13859,mostly false
pomt-13866,mostly false
pomt-13874,mostly false
pomt-13879,mostly false
pomt-13880,mostly false
pomt-13885,mostly false
pomt-13893,mostly false
pomt-13895,mostly false
pomt-13898,mostly false
pomt-13899,false
pomt-13904,mostly true
pomt-13907,mostly false
pomt-13908,mostly false
pomt-13909,mostly false
pomt-13911,mostly false
pomt-13918,mostly false
pomt-13929,mostly false
pomt-13930,false
pomt-13942,false
pomt-13952,mostly false
pomt-13954,true
pomt-13957,false
pomt-13980,half-true
pomt-13992,false
pomt-13994,mostly false
pomt-13995,mostly false
pomt-13999,mostly false
pomt-14012,mostly false
pomt-14018,mostly true
pomt-14021,mostly false
pomt-14028,false
pomt-14029,mostly false
pomt-14032,mostly true
pomt-14036,mostly false
pomt-14039,mostly false
pomt-14043,mostly false
pomt-14044,false
pomt-14045,mostly true
pomt-14047,mostly false
pomt-14058,mostly false
pomt-14061,mostly true
pomt-14069,mostly false
pomt-14071,mostly false
pomt-14073,mostly false
pomt-14077,mostly false
pomt-14078,false
pomt-14080,pants on fire!
pomt-14081,mostly true
pomt-14083,mostly false
pomt-14088,mostly true
pomt-14090,mostly true
pomt-14098,mostly false
pomt-14113,false
pomt-14118,mostly false
pomt-14130,mostly false
pomt-14134,mostly false
pomt-14137,mostly false
pomt-14142,pants on fire!
pomt-14151,mostly false
pomt-14152,false
pomt-14157,true
pomt-14158,mostly false
pomt-14163,mostly false
pomt-14168,mostly false
pomt-14169,mostly true
pomt-14172,false
pomt-14177,mostly false
pomt-14178,mostly false
pomt-14185,mostly true
pomt-14186,mostly true
pomt-14187,false
pomt-14189,mostly false
pomt-14190,mostly false
pomt-14193,pants on fire!
pomt-14195,mostly false
pomt-14201,mostly false
pomt-14222,mostly false
pomt-14223,mostly false
pomt-14226,mostly false
pomt-14228,mostly false
pomt-14236,mostly true
pomt-14240,pants on fire!
pomt-14254,mostly false
pomt-14259,mostly false
pomt-14267,mostly false
pomt-14268,mostly false
pomt-14269,mostly false
pomt-14276,mostly true
pomt-14278,pants on fire!
pomt-14297,mostly false
pomt-14298,mostly true
pomt-14307,false
pomt-14318,false
pomt-14319,mostly false
pomt-14322,mostly false
pomt-14323,pants on fire!
pomt-14324,mostly true
pomt-14326,mostly true
pomt-14337,mostly false
pomt-14339,true
pomt-14346,mostly false
pomt-14349,mostly false
pomt-14354,mostly false
pomt-14357,pants on fire!
pomt-14362,mostly false
pomt-14366,mostly true
pomt-14369,mostly false
pomt-14371,false
pomt-14375,mostly true
pomt-14377,mostly false
pomt-14385,false
pomt-14386,false
pomt-14389,mostly true
pomt-14390,false
pomt-14396,mostly true
pomt-14400,mostly false
pomt-14402,false
pomt-14403,mostly false
pomt-14404,mostly true
pomt-14413,mostly false
pomt-14417,mostly true
pomt-14426,false
pomt-14443,mostly false
pomt-14450,mostly true
pomt-14459,mostly false
pomt-14469,pants on fire!
pomt-14470,mostly true
pomt-14476,pants on fire!
pomt-14477,mostly false
pomt-14488,mostly true
pomt-14491,mostly false
pomt-14494,false
pomt-14497,mostly false
pomt-14505,mostly false
pomt-14511,false
pomt-14516,mostly false
pomt-14519,mostly false
pomt-14522,false
pomt-14524,half-true
pomt-14526,mostly false
pomt-14527,true
pomt-14530,false
pomt-14535,mostly false
pomt-14544,mostly true
pomt-14550,pants on fire!
pomt-14555,mostly false
pomt-14556,mostly false
pomt-14557,mostly true
pomt-14565,mostly true
pomt-14566,mostly false
pomt-14568,mostly false
pomt-14572,mostly false
pomt-14583,false
pomt-14588,mostly false
pomt-14604,mostly false
pomt-14607,mostly false
pomt-14618,mostly true
pomt-14620,mostly false
pomt-14624,false
pomt-14641,false
pomt-14647,mostly true
pomt-14660,mostly true
pomt-14671,false
pomt-14674,false
pomt-14675,mostly false
pomt-14676,false
pomt-14677,mostly false
pomt-14680,mostly true
pomt-14687,mostly false
pomt-14694,true
pomt-14697,mostly false
pomt-14706,false
pomt-14709,pants on fire!
pomt-14715,false
pomt-14724,mostly false
pomt-14726,false
pomt-14737,mostly false
pomt-14740,mostly false
pomt-14747,false
pomt-14749,pants on fire!
pomt-14757,false
pomt-14762,mostly false
pomt-14777,mostly false
pomt-14785,mostly false
pomt-14793,mostly true
pomt-14797,mostly false
pomt-14814,pants on fire!
pomt-14816,mostly false
pomt-14825,mostly true
pomt-14830,mostly false
pomt-14839,mostly true
pomt-14842,mostly false
pomt-14846,mostly false
pomt-14858,pants on fire!
pomt-14861,mostly true
pomt-14862,false
pomt-14864,mostly false
pomt-14871,mostly false
pomt-14878,mostly true
pomt-14882,false
pomt-14885,mostly false
pomt-14886,pants on fire!
pomt-14888,mostly false
pomt-14890,mostly false
pomt-14900,false
pomt-14907,false
pomt-14922,false
pomt-14930,pants on fire!
pomt-14936,mostly true
pomt-14942,mostly false
pomt-14950,mostly false
pomt-14969,mostly false
pomt-14976,mostly false
pomt-14981,mostly true
pomt-15003,mostly true
pomt-15009,mostly false
pomt-15011,false
pomt-15015,mostly true
pomt-15018,mostly true
pomt-15027,false
pomt-15030,mostly false
pomt-15034,mostly false
pomt-15036,mostly true
pomt-15049,mostly false
pomt-15051,mostly true
pomt-15053,mostly false
pomt-15056,false
pomt-15059,false
pomt-15072,mostly false
pomt-15074,mostly true
pomt-15075,mostly false
pomt-15093,mostly false
pomt-15095,pants on fire!
pomt-15097,mostly false
pomt-15107,mostly false
pomt-15110,true
pomt-15114,mostly false
pomt-15118,mostly true
pomt-15127,mostly false
pomt-15132,mostly false
pomt-15147,mostly false
pomt-15155,mostly false
pomt-15162,mostly false
pomt-15164,mostly true
pomt-15173,mostly false
pomt-15178,mostly false
pomt-15191,mostly false
pomt-15203,false
pomt-15210,half-true
pomt-15218,false
pomt-15220,mostly false
pomt-15227,mostly false
pomt-15230,false
pomt-15234,false
pomt-15238,true
pomt-15241,mostly false
pomt-15242,mostly true
pomt-15247,mostly true
pomt-15252,mostly false
pomt-15259,mostly false
pomt-15260,pants on fire!
pomt-15264,false
pomt-15266,mostly false
pomt-15274,mostly false
pomt-15285,false
pomt-15288,mostly true
pomt-15289,mostly false
pomt-15290,mostly false
pomt-15293,mostly false
pomt-15297,mostly true
pomt-15298,mostly false
pomt-15302,mostly false
pomt-15304,mostly false
pomt-15305,mostly false
pomt-15306,false
pomt-15324,mostly false
pomt-15327,mostly false
pomt-15340,mostly false
pomt-15342,mostly false
pomt-15344,mostly false
pomt-15347,mostly false
pomt-15349,mostly false
pomt-15368,mostly true
pomt-15370,mostly false
pomt-15372,half-true
pomt-15387,mostly false
